,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
326,Entire home/apt,Noord-West / Noord-Midden,6,5.0,6,5.0,458.0,300m2 House in Centre of Amsterdam  (Museumsquare),2017-07-23 06:10:52.736302,52.355743,4.868647
328,Entire home/apt,Centrum Oost,58,5.0,4,2.0,354.0,Fabulous citycentre apartment!,2017-07-23 06:09:43.385963,52.36967,4.9000449999999995
329,Entire home/apt,Centrum Oost,4,5.0,4,3.0,396.0,Luxurious Canal & Square View House,2017-07-23 06:09:40.418874,52.361974,4.899155
330,Entire home/apt,Noord-West / Noord-Midden,87,4.5,12,5.0,450.0,5-bedrooms house; central location,2017-07-23 06:09:13.010807,52.353532,4.87514
331,Entire home/apt,De Pijp / Rivierenbuurt,26,5.0,5,3.0,420.0,Very luxury city Apartment 10 mins from center,2017-07-23 06:08:19.652079,52.34425,4.912893
332,Entire home/apt,De Pijp / Rivierenbuurt,6,5.0,8,4.0,432.0,Spacious and beautiful 2-level appartment,2017-07-23 06:07:47.778319,52.342731,4.909180999999999
333,Entire home/apt,Watergraafsmeer,12,5.0,4,3.0,342.0,Spacious family house with garden,2017-07-23 06:07:40.819968,52.346159,4.950705
334,Entire home/apt,De Pijp / Rivierenbuurt,8,4.5,4,3.0,359.0,Renovated Cozy Apartment -with a sunny balcony,2017-07-23 06:05:08.504573,52.357637,4.903903
336,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,4,2.0,342.0,Boat&Breakfast de Dageraad,2017-07-23 06:03:52.988653,52.374634,4.948112
337,Entire home/apt,Watergraafsmeer,10,4.5,4,4.0,354.0,brand new spacey apartment,2017-07-23 06:03:44.119637,52.339983000000004,4.9196029999999995
339,Entire home/apt,Centrum Oost,10,5.0,4,1.0,467.0,Holiday on Houseboat Amstel,2017-07-23 06:03:33.149825,52.362682,4.902304
340,Entire home/apt,Oud Oost,9,5.0,5,4.0,354.0,"Spacious house, garden & parkinglot",2017-07-23 06:03:29.572265,52.356875,4.932593
341,Entire home/apt,Ijburg / Eiland Zeeburg,5,5.0,8,4.0,354.0,"Well designed, designed by architecture, house!",2017-07-23 06:03:12.061702,52.348262,5.007992
342,Entire home/apt,Ijburg / Eiland Zeeburg,8,5.0,6,3.0,348.0,"GREAT, SPACIOUS FAMILY HOME 15 MIN ADAM CENTER",2017-07-23 06:03:12.059472,52.356673,4.991135
344,Entire home/apt,Ijburg / Eiland Zeeburg,16,5.0,6,4.0,312.0,"Great house, parkingspace & terrace",2017-07-23 06:03:12.052431,52.356744,4.994403
347,Entire home/apt,Ijburg / Eiland Zeeburg,32,5.0,6,2.0,479.0,Villa on the water,2017-07-23 06:03:09.234240,52.370490000000004,4.979157
348,Entire home/apt,De Pijp / Rivierenbuurt,5,5.0,3,2.0,359.0,Beautiful house at a Great place,2017-07-23 06:03:06.932794,52.349579999999996,4.906540000000001
349,Entire home/apt,Ijburg / Eiland Zeeburg,14,4.5,16,6.0,478.0,Traditional Sailing Vessel,2017-07-23 06:03:04.985608,52.352740999999995,5.007691
350,Entire home/apt,Watergraafsmeer,37,5.0,5,2.0,420.0,a spacious appartement in Amsterdam,2017-07-23 06:03:03.177447,52.352335,4.937196
351,Entire home/apt,De Pijp / Rivierenbuurt,5,5.0,4,4.0,359.0,Spacious family apt 10min to centre,2017-07-23 06:03:01.789651,52.342848,4.902889
352,Entire home/apt,Bijlmer Centrum,6,5.0,5,5.0,342.0,"Big House, 6 rooms for family/friends, freeparking",2017-07-23 06:03:01.774292,52.317728,4.9551
353,Entire home/apt,De Pijp / Rivierenbuurt,18,5.0,4,2.0,324.0,Family apartment centrally located,2017-07-23 06:03:01.760951,52.341153000000006,4.8952230000000005
354,Entire home/apt,Watergraafsmeer,12,4.5,6,3.0,420.0,Spacious family apartment & sunny garden,2017-07-23 06:02:57.489768,52.349534000000006,4.941504
356,Entire home/apt,De Pijp / Rivierenbuurt,34,5.0,4,3.0,311.0,Ground floor 5-room apartment in South Amsterdam,2017-07-23 06:02:56.174240,52.343623,4.895166000000001
358,Entire home/apt,Oostelijk Havengebied / Indische Buurt,6,5.0,6,3.0,336.0,Bohemian house boat near center,2017-07-23 06:02:56.154636,52.375599,4.938338
359,Entire home/apt,Watergraafsmeer,3,4.0,4,2.0,480.0,Amazing XXL house!,2017-07-23 06:02:56.152443,52.354639,4.937633
360,Entire home/apt,Ijburg / Eiland Zeeburg,4,5.0,6,4.0,384.0,Contemporary house in Amsterdam,2017-07-23 06:02:54.549052,52.360101,4.9802
361,Entire home/apt,Watergraafsmeer,10,5.0,4,3.0,359.0,Stylish modern and luxurious family house,2017-07-23 06:02:54.543325,52.356044,4.936368
362,Entire home/apt,Watergraafsmeer,31,5.0,6,3.0,359.0,"Charming, modern and large family house",2017-07-23 06:02:51.012338,52.35419,4.93072
363,Entire home/apt,Watergraafsmeer,3,5.0,4,2.0,348.0,"Spacious ground floor home, with large garden",2017-07-23 06:02:51.010082,52.355881,4.935099
366,Entire home/apt,Ijburg / Eiland Zeeburg,4,5.0,6,4.0,330.0,Spacious house (290 sq m) at IJburg,2017-07-23 06:02:49.345352,52.349801,4.997383
368,Entire home/apt,Ijburg / Eiland Zeeburg,9,5.0,8,4.0,359.0,"Villa (300 m2), 3 free parking",2017-07-23 06:02:47.894598,52.354192,4.992694999999999
369,Entire home/apt,Ijburg / Eiland Zeeburg,24,4.5,9,5.0,462.0,"Villa+(240 m2), 2 free parking",2017-07-23 06:02:47.890145,52.347609999999996,4.999880999999999
373,Entire home/apt,Ijburg / Eiland Zeeburg,7,5.0,4,4.0,480.0,Beautiful house in Amsterdam with garden + parking,2017-07-23 06:02:45.394437,52.347695,5.002838
375,Entire home/apt,Oostelijk Havengebied / Indische Buurt,13,5.0,4,1.0,359.0,Brandnew sunny apartment Amsterdam,2017-07-23 06:02:42.726276,52.367338000000004,4.944538
377,Entire home/apt,Gaasperdam / Driemond,44,4.5,8,4.0,396.0,An Unique Stay at B&B Reijgershof,2017-07-23 06:02:42.703947,52.311408,4.998684
378,Entire home/apt,Oud Oost,4,5.0,4,2.0,480.0,Lovely spacious apartment with terrace in East,2017-07-23 06:02:40.480549,52.361211,4.928561
380,Shared room,De Baarsjes / Oud West,6,3.5,5,1.0,167.0,"Take you lucky card.  Center Leidseplein,",2017-07-23 13:06:01.695185,52.365885,4.87761
383,Shared room,Centrum West,3,3.5,2,1.0,143.0,WELLNESS  in the hart of the JORDAAN,2017-07-23 13:05:59.012254,52.379687,4.882436
384,Shared room,Westerpark,133,5.0,4,1.0,135.0,Nassau Apartment Amsterdam,2017-07-23 13:05:59.009662,52.385022,4.881024
385,Shared room,Centrum West,8,3.5,4,1.0,110.0,AmsterHouse B&B,2017-07-23 13:05:55.533791,52.377187,4.898136
386,Shared room,De Baarsjes / Oud West,58,3.5,4,1.0,108.0,Apartment with Canal View Amsterdam,2017-07-23 13:05:55.531245,52.369492,4.865444
387,Shared room,De Pijp / Rivierenbuurt,10,5.0,2,1.0,84.0,Peaceful place in the pijp (near all the museums),2017-07-23 13:05:52.176253,52.351553,4.887683
388,Shared room,Oostelijk Havengebied / Indische Buurt,7,4.5,2,1.0,84.0,Comfy room with large balcony in the East,2017-07-23 13:05:52.174016,52.360814000000005,4.940174
393,Shared room,Watergraafsmeer,27,4.0,6,1.0,102.0,Super charming and spacious home !!,2017-07-23 13:05:52.158126,52.347097,4.924980000000001
394,Shared room,Centrum Oost,3,4.5,4,1.0,84.0,Beautiful room in the city center with canal view,2017-07-23 13:05:52.155849,52.364643,4.90745
395,Shared room,Osdorp,5,5.0,2,1.0,96.0,Private room-shared apartment space,2017-07-23 13:05:52.152905,52.35521,4.79096
396,Shared room,Centrum West,136,4.5,2,1.0,96.0,Nice Room in Centre Amsterdam,2017-07-23 13:05:52.148374,52.375745,4.8929480000000005
397,Shared room,Oud Oost,9,5.0,1,1.0,63.0,Sofabed in apartment w/nice terrace,2017-07-23 13:05:49.737862,52.355810999999996,4.915091
398,Shared room,De Baarsjes / Oud West,112,4.5,1,1.0,64.0,Great location small studio shared with the hosts,2017-07-23 13:05:49.735040,52.361549,4.864285
401,Shared room,Oud Noord,5,4.5,2,1.0,64.0,Cozy place close to the city center of Amsterdam,2017-07-23 13:05:49.725464,52.382341,4.915241
402,Shared room,Centrum Oost,20,5.0,2,1.0,72.0,Cosy shared studio in a great location,2017-07-23 13:05:49.723068,52.373046,4.903727
403,Shared room,Bos en Lommer,41,4.5,2,1.0,73.0,Beautiful MasterBedroom in apartment with garden!,2017-07-23 13:05:49.719880,52.375398,4.847718
409,Shared room,Westerpark,95,4.5,4,1.0,72.0,Relaxing Suite in Hotspot! With Cute Cats & Garden,2017-07-23 13:05:49.700582,52.384964000000004,4.869911
411,Entire home/apt,Ijburg / Eiland Zeeburg,4,5.0,4,4.0,388.0,Great waterfront city villa / 260 m²!,2017-07-23 06:02:37.975213,52.360395000000004,4.981013
412,Entire home/apt,De Pijp / Rivierenbuurt,3,5.0,4,2.0,312.0,"Beautiful, spacious and light apartment.",2017-07-23 06:02:37.957856,52.353265,4.90325
413,Entire home/apt,Oostelijk Havengebied / Indische Buurt,68,4.5,6,2.0,384.0,Stay in Amsterdam like a local,2017-07-23 06:02:36.055007,52.362742,4.9413480000000005
414,Entire home/apt,Watergraafsmeer,11,5.0,4,3.0,426.0,Spacious & luxurious ground floor apartment,2017-07-23 06:02:36.052062,52.352965999999995,4.937451
415,Entire home/apt,Ijburg / Eiland Zeeburg,3,4.5,7,4.0,330.0,Spacious family house 15 min from Amsterdam Centre,2017-07-23 06:02:36.037258,52.356516,4.997315
421,Entire home/apt,Noord-West / Noord-Midden,17,5.0,6,2.0,359.0,Amazing house+garden in the CITY,2017-07-23 06:02:20.264651,52.350605,4.85147
422,Entire home/apt,Osdorp,13,4.5,8,2.0,420.0,"The best deal in Amsterdam,all you need.",2017-07-23 06:02:20.260705,52.351492,4.803428
423,Entire home/apt,Slotervaart,12,5.0,6,3.0,450.0,Luxury family villa in city centre,2017-07-23 06:02:20.250847,52.352723,4.842878
425,Entire home/apt,Slotervaart,29,5.0,4,3.0,479.0,Cosy&light 3 bedroom aprtmnt! incl. roofterrace,2017-07-23 06:02:14.790639,52.362621000000004,4.831834
426,Entire home/apt,Noord-West / Noord-Midden,4,5.0,6,4.0,432.0,large house in vondelpark area,2017-07-23 06:02:11.122685,52.355792,4.868914
427,Entire home/apt,Noord-West / Noord-Midden,3,4.5,8,5.0,480.0,Unique chic perfect house - 250m2,2017-07-23 06:02:11.119886,52.346934999999995,4.8691260000000005
428,Entire home/apt,Noord-West / Noord-Midden,7,5.0,4,2.0,318.0,Bright loft with roof terrace,2017-07-23 06:02:11.114603,52.351984,4.8507620000000005
430,Entire home/apt,Noord-West / Noord-Midden,6,4.5,8,4.0,359.0,Spacious Family Appartement,2017-07-23 06:02:11.105842,52.352596000000005,4.853051
432,Entire home/apt,Noord-West / Noord-Midden,7,4.5,5,3.0,416.0,DESIGN-FAMILY-APPARTMENT + unique roofterrace,2017-07-23 06:02:08.930596,52.354411999999996,4.85112
434,Entire home/apt,Noord-West / Noord-Midden,8,5.0,5,3.0,312.0,Spacious double apartment,2017-07-23 06:02:00.653090,52.354889,4.880254
436,Entire home/apt,Noord-West / Noord-Midden,9,5.0,5,2.0,400.0,Family house w/ garden in Amsterdam,2017-07-23 06:02:00.646481,52.349585999999995,4.876365
440,Entire home/apt,De Baarsjes / Oud West,10,5.0,4,3.0,420.0,Spacious and light family house,2017-07-23 06:00:55.676538,52.362025,4.866385
442,Entire home/apt,Noord-West / Noord-Midden,8,5.0,9,4.0,510.0,Large apartment with roof terrace,2017-07-23 06:00:55.650216,52.3509,4.857029
443,Entire home/apt,Noord-West / Noord-Midden,16,5.0,6,4.0,414.0,Luxury monumental 3 floor house,2017-07-23 06:00:54.407956,52.351195000000004,4.861788
444,Entire home/apt,Noord-West / Noord-Midden,25,5.0,4,3.0,341.0,Best Area - Large Luxury 3 Bdr Home,2017-07-23 06:00:54.403596,52.347439,4.868861
445,Entire home/apt,Noord-West / Noord-Midden,7,3.5,8,6.0,457.0,Victory Apartment - 6 bedrooms - with 2 balconies,2017-07-23 06:00:54.400330,52.353524,4.855090000000001
446,Entire home/apt,De Baarsjes / Oud West,19,5.0,5,3.0,420.0,Luxurious family home,2017-07-23 06:00:54.393311,52.359739000000005,4.862871
448,Entire home/apt,Noord-West / Noord-Midden,8,5.0,6,4.0,443.0,Comfortable Family Home.,2017-07-23 06:00:51.181567,52.350052000000005,4.870614
450,Entire home/apt,De Baarsjes / Oud West,19,4.5,6,3.0,419.0,Great appartment center Amsterdam,2017-07-23 06:00:49.102991,52.362525,4.8647599999999995
453,Entire home/apt,Noord-West / Noord-Midden,6,5.0,5,3.0,354.0,Family time! By foot to city centre,2017-07-23 06:00:49.089172,52.353438,4.885027
454,Entire home/apt,Noord-West / Noord-Midden,6,5.0,4,3.0,359.0,Spacious private house museum area,2017-07-23 06:00:49.082968,52.353615000000005,4.879376000000001
456,Entire home/apt,De Baarsjes / Oud West,8,4.0,6,3.0,358.0,Appartment next to the Vondelpark,2017-07-23 06:00:47.094761,52.35864,4.860107
457,Entire home/apt,Noord-West / Noord-Midden,9,5.0,5,3.0,450.0,"Designhome, roofterrace, Vondelpark",2017-07-23 06:00:47.092000,52.356167,4.868906
458,Entire home/apt,Noord-West / Noord-Midden,24,5.0,7,5.0,359.0,Top Location -beautifull apartment ,2017-07-23 06:00:47.085453,52.353059,4.8758669999999995
460,Entire home/apt,Centrum West,37,4.5,2,1.0,359.0,Cozy penthouse in the city center,2017-07-23 06:00:47.079882,52.36893,4.881938
463,Entire home/apt,Noord-West / Noord-Midden,29,4.5,6,3.0,312.0,Spacious flat - Sunny roof terrace,2017-07-23 06:00:47.068858,52.346195,4.864927
467,Entire home/apt,De Baarsjes / Oud West,7,4.5,4,2.0,503.0,"Stylish and modern apartment , perfectly located",2017-07-23 06:00:45.657059,52.357459999999996,4.856137
469,Entire home/apt,De Baarsjes / Oud West,4,5.0,4,3.0,330.0,Penthouse 200m2 3bdr w. roof terrace on the canal,2017-07-23 06:00:45.650455,52.359439,4.854856
472,Entire home/apt,Noord-West / Noord-Midden,10,5.0,6,5.0,359.0,Luxury 4 bedroom appartment in Museum District,2017-07-23 06:00:45.631082,52.356207,4.8697669999999995
474,Entire home/apt,Noord-West / Noord-Midden,13,5.0,4,4.0,510.0,"Stylish 4 floor villa, own entrance",2017-07-23 06:00:43.676446,52.349052,4.869236
475,Entire home/apt,Noord-West / Noord-Midden,26,5.0,6,3.0,349.0,Fantastic apartment Amsterdam-Zuid!,2017-07-23 06:00:43.673564,52.353598,4.8824879999999995
477,Entire home/apt,De Baarsjes / Oud West,19,5.0,5,4.0,312.0,Lovely FAMILY house near Vondelpark,2017-07-23 06:00:43.658801,52.361815,4.856987999999999
478,Entire home/apt,Noord-West / Noord-Midden,3,5.0,2,1.0,336.0,Park Mansion including Food Drinks Wines FIREPLACE,2017-07-23 06:00:43.652604,52.361118,4.881315
479,Entire home/apt,Noord-West / Noord-Midden,8,5.0,4,3.0,480.0,Family house with large roofterras,2017-07-23 06:00:43.649535,52.351717,4.8598419999999996
481,Entire home/apt,Noord-West / Noord-Midden,6,5.0,4,4.0,384.0,"Family-house next to all museums
Only families!",2017-07-23 06:00:40.623251,52.353438,4.879716
482,Entire home/apt,De Baarsjes / Oud West,8,4.5,6,3.0,359.0,"Lovely renovated house, 138m2!",2017-07-23 06:00:40.614424,52.361669,4.8677269999999995
484,Entire home/apt,Noord-West / Noord-Midden,3,4.5,4,3.0,384.0,Comfortabel home + garden (for family or couple),2017-07-23 06:00:40.601961,52.354599,4.87407
487,Entire home/apt,De Baarsjes / Oud West,10,4.5,6,3.0,492.0,Spacious Apartment near Vondelpark,2017-07-23 06:00:40.593709,52.362362,4.85511
488,Entire home/apt,Noord-West / Noord-Midden,3,5.0,4,4.0,420.0,"Luxury, spacious home in best area of Amsterdam",2017-07-23 06:00:38.085748,52.350443,4.869142
489,Entire home/apt,Noord-West / Noord-Midden,17,5.0,4,3.0,439.0,Your home in Amsterdam TOP LOCATION,2017-07-23 06:00:38.073783,52.353066999999996,4.879862999999999
490,Entire home/apt,De Baarsjes / Oud West,8,5.0,6,3.0,357.0,Cosy quiet family house with garden,2017-07-23 06:00:38.069783,52.36047,4.868647
491,Entire home/apt,De Baarsjes / Oud West,3,5.0,4,1.0,479.0,Vondelpark Center Penthouse,2017-07-23 06:00:38.050527,52.358712,4.858931
492,Entire home/apt,Noord-West / Noord-Midden,18,5.0,4,3.0,354.0,Southern Comfort Town House,2017-07-23 06:00:38.037627,52.356735,4.872068
494,Entire home/apt,Noord-West / Noord-Midden,15,5.0,5,3.0,330.0,Typical Amsterdam Apartment In Very Desirable Area,2017-07-23 06:00:35.076246,52.358902,4.8768
497,Entire home/apt,Noord-West / Noord-Midden,4,4.5,4,2.0,354.0,Museum Quarter residence (4p),2017-07-23 06:00:35.050990,52.355323,4.875647
499,Entire home/apt,Noord-West / Noord-Midden,8,5.0,5,3.0,358.0,Beautiful home with sunny garden,2017-07-23 06:00:31.795676,52.35497,4.86639
500,Entire home/apt,Noord-West / Noord-Midden,16,5.0,4,3.0,330.0,Family house with sunny roof terrace.,2017-07-23 06:00:31.790081,52.35417,4.866206
501,Entire home/apt,Noord-West / Noord-Midden,9,5.0,6,4.0,502.0,Hudge house close to Vondelpark,2017-07-23 06:00:31.787059,52.35461,4.875478
503,Entire home/apt,Noord-West / Noord-Midden,22,4.5,4,2.0,359.0,"Bel appartement, quartier des musés",2017-07-23 06:00:29.467080,52.356649,4.877441999999999
506,Entire home/apt,Centrum Oost,103,5.0,2,1.0,514.0,MY AMSTERDAM DREAM ❤️,2017-07-23 06:00:27.532681,52.362782,4.892069
507,Entire home/apt,De Pijp / Rivierenbuurt,3,4.5,6,3.0,358.0,Amazing Family home on River Amstel,2017-07-23 06:00:15.770614,52.351929,4.908329
509,Entire home/apt,Centrum Oost,20,4.5,6,3.0,468.0,Quiet apartment centre Amsterdam,2017-07-23 06:00:15.761560,52.361625,4.88925
510,Entire home/apt,De Pijp / Rivierenbuurt,20,5.0,5,3.0,332.0,"3 bedrooms, 2 bathrooms, 135m2, Family house",2017-07-23 06:00:15.758806,52.352139,4.891998
511,Entire home/apt,De Pijp / Rivierenbuurt,19,5.0,6,3.0,354.0,LOFT APARTMENT IN FORMER MONASTRY,2017-07-23 06:00:15.755689,52.34964,4.891111
512,Entire home/apt,Centrum Oost,6,5.0,4,3.0,359.0,Amsterdam Appartment in City Centre,2017-07-23 06:00:12.143359,52.360546,4.899852
514,Entire home/apt,De Pijp / Rivierenbuurt,23,5.0,4,2.0,420.0,Spacious luxury WOW houseboat,2017-07-23 06:00:12.132306,52.350574,4.909674
515,Entire home/apt,De Pijp / Rivierenbuurt,43,5.0,4,2.0,354.0,GF apt with garden+hottub+whirlpool,2017-07-23 06:00:12.125966,52.352396,4.898139
516,Entire home/apt,Centrum Oost,17,4.5,5,3.0,354.0,Large family home - central & quiet,2017-07-23 06:00:12.123208,52.360703,4.889885
517,Entire home/apt,De Pijp / Rivierenbuurt,12,5.0,4,2.0,359.0,Spacious apartment for 5 people in hip Amsterdam,2017-07-23 06:00:12.118596,52.351864,4.899067
519,Entire home/apt,De Pijp / Rivierenbuurt,9,5.0,4,2.0,330.0,Stunning 2 bedroom apartment,2017-07-23 06:00:12.111673,52.35624,4.8886199999999995
520,Entire home/apt,Centrum Oost,5,5.0,4,2.0,359.0,Kiki's Loft Apartment,2017-07-23 06:00:12.108815,52.360077000000004,4.900678
521,Entire home/apt,Centrum Oost,16,4.5,4,2.0,324.0,Romantic & Cosy city center Canals,2017-07-23 06:00:12.105591,52.359322999999996,4.893708
522,Entire home/apt,Centrum Oost,59,5.0,4,2.0,330.0,The Canal House,2017-07-23 06:00:12.102835,52.363012,4.896758999999999
523,Entire home/apt,De Pijp / Rivierenbuurt,3,5.0,6,3.0,444.0,Bright & Stylish Duplex with Rooftop in De Pijp,2017-07-23 06:00:10.181149,52.35006,4.891389
524,Entire home/apt,De Pijp / Rivierenbuurt,57,5.0,4,2.0,330.0,Family apartment in De Pijp,2017-07-23 06:00:10.178843,52.352068,4.897096
525,Entire home/apt,Oud Oost,8,4.5,5,2.0,342.0,apt. Ground floor. 15 mins walk to the centre,2017-07-23 06:00:10.174811,52.352576,4.914181
527,Entire home/apt,De Pijp / Rivierenbuurt,11,5.0,4,2.0,359.0,Loft at the park,2017-07-23 06:00:10.169535,52.355790999999996,4.898692
531,Entire home/apt,De Pijp / Rivierenbuurt,16,5.0,4,2.0,359.0,Modern houseboat near museums,2017-07-23 06:00:10.156236,52.350809999999996,4.887646
533,Entire home/apt,Centrum Oost,8,5.0,4,4.0,359.0,4 BRM APP in the heart of Amsterdam,2017-07-23 06:00:10.147749,52.36087,4.895398
534,Entire home/apt,De Pijp / Rivierenbuurt,45,5.0,2,1.0,420.0,Cosy Clean Quiet Spacious & Modern ,2017-07-23 06:00:10.142022,52.355875,4.901529
535,Entire home/apt,Centrum Oost,29,4.5,4,4.0,390.0,"Center, 2 storey cornerhouse, 4 BR, Canalview!",2017-07-23 06:00:07.046435,52.363284,4.91834
536,Entire home/apt,Oud Oost,9,5.0,4,2.0,312.0,Excentric East Side Pied à Terre,2017-07-23 06:00:07.043843,52.358713,4.917261
539,Entire home/apt,Oud Oost,4,4.5,6,3.0,336.0,Spacious apartment near Amsterdam Zoo,2017-07-23 06:00:07.028097,52.360040000000005,4.925725
540,Entire home/apt,Oud Oost,4,5.0,6,3.0,480.0,Family house near Amstel River,2017-07-23 06:00:07.025039,52.357036,4.909891
541,Entire home/apt,De Pijp / Rivierenbuurt,23,4.5,4,3.0,354.0,Authentic Houseboat at the Amstel,2017-07-23 06:00:07.017545,52.356774,4.904744
543,Entire home/apt,Centrum Oost,3,5.0,4,3.0,318.0,"sunny house near Artis, great views",2017-07-23 06:00:07.012938,52.363309,4.91685
544,Entire home/apt,De Pijp / Rivierenbuurt,69,5.0,6,3.0,318.0,Entire house with garden in De Pijp,2017-07-23 06:00:05.536864,52.353609000000006,4.905621
545,Entire home/apt,Centrum Oost,29,5.0,4,2.0,478.0,"Central, unique canal apartment",2017-07-23 06:00:05.534008,52.362328999999995,4.896446
547,Entire home/apt,De Pijp / Rivierenbuurt,12,4.0,4,1.0,480.0,Trendy District Apartment,2017-07-23 06:00:05.529093,52.351857,4.888661
548,Entire home/apt,De Pijp / Rivierenbuurt,10,5.0,4,2.0,312.0,"Luxurious, 135m2 & rooftop terrace",2017-07-23 06:00:05.524519,52.357113,4.895587
